travel_type,market,measure,unit,state,state_abbrev,period_type,year,quarter,period_label,is_calendar_year_end,value,source,source_file,original_table,original_title
Overnight,Interstate,Spend,AUD millions,Victoria,VIC,quarter,2022,Q1,Q1 2022,False,1469.367,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Victoria,VIC,quarter,2022,Q2,Q2 2022,False,2243.215,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Victoria,VIC,quarter,2022,Q3,Q3 2022,False,2860.002,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Victoria,VIC,quarter,2022,Q4,Q4 2022,True,2752.908,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Victoria,VIC,quarter,2023,Q1,Q1 2023,False,2415.261,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Victoria,VIC,quarter,2023,Q2,Q2 2023,False,2368.622,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Victoria,VIC,quarter,2023,Q3,Q3 2023,False,2553.296,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Victoria,VIC,quarter,2023,Q4,Q4 2023,True,2512.956,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Victoria,VIC,quarter,2024,Q1,Q1 2024,False,2867.606,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Victoria,VIC,quarter,2024,Q2,Q2 2024,False,2463.755,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Victoria,VIC,quarter,2024,Q3,Q3 2024,False,2883.269,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Victoria,VIC,quarter,2024,Q4,Q4 2024,True,2677.911,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2019,Q1,Q1 2019,False,1797.828,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2019,Q2,Q2 2019,False,1728.985,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2019,Q3,Q3 2019,False,2287.731,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2019,Q4,Q4 2019,True,1955.052,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2020,Q1,Q1 2020,False,1921.806,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2020,Q2,Q2 2020,False,133.2,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2020,Q3,Q3 2020,False,377.751,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2020,Q4,Q4 2020,True,801.008,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2021,Q1,Q1 2021,False,1709.57,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2021,Q2,Q2 2021,False,2711.578,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2021,Q3,Q3 2021,False,847.913,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2021,Q4,Q4 2021,True,551.315,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2022,Q1,Q1 2022,False,2611.292,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2022,Q2,Q2 2022,False,3261.613,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2022,Q3,Q3 2022,False,3607.171,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2022,Q4,Q4 2022,True,3502.905,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2023,Q1,Q1 2023,False,3467.637,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2023,Q2,Q2 2023,False,2902.247,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2023,Q3,Q3 2023,False,3726.765,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2023,Q4,Q4 2023,True,3025.878,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2024,Q1,Q1 2024,False,3100.989,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2024,Q2,Q2 2024,False,3040.445,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2024,Q3,Q3 2024,False,3725.034,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,quarter,2024,Q4,Q4 2024,True,2852.776,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2019,Q1,Q1 2019,False,655.977,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2019,Q2,Q2 2019,False,439.529,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2019,Q3,Q3 2019,False,459.162,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2019,Q4,Q4 2019,True,639.017,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2020,Q1,Q1 2020,False,651.586,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2020,Q2,Q2 2020,False,42.638,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2020,Q3,Q3 2020,False,84.304,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2020,Q4,Q4 2020,True,240.725,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2021,Q1,Q1 2021,False,518.138,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2021,Q2,Q2 2021,False,755.307,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2021,Q3,Q3 2021,False,170.842,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2021,Q4,Q4 2021,True,401.272,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2022,Q1,Q1 2022,False,606.383,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2022,Q2,Q2 2022,False,843.264,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2022,Q3,Q3 2022,False,764.241,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2022,Q4,Q4 2022,True,1002.762,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2023,Q1,Q1 2023,False,837.723,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2023,Q2,Q2 2023,False,866.414,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2023,Q3,Q3 2023,False,812.891,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2023,Q4,Q4 2023,True,766.303,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2024,Q1,Q1 2024,False,1322.386,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2024,Q2,Q2 2024,False,769.134,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2024,Q3,Q3 2024,False,782.589,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,South Australia,SA,quarter,2024,Q4,Q4 2024,True,960.775,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2019,Q1,Q1 2019,False,522.943,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2019,Q2,Q2 2019,False,529.499,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2019,Q3,Q3 2019,False,641.922,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2019,Q4,Q4 2019,True,646.41,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2020,Q1,Q1 2020,False,674.065,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2020,Q2,Q2 2020,False,28.505,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2020,Q3,Q3 2020,False,26.133,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2020,Q4,Q4 2020,True,124.791,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2021,Q1,Q1 2021,False,277.096,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2021,Q2,Q2 2021,False,550.21,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2021,Q3,Q3 2021,False,184.751,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2021,Q4,Q4 2021,True,133.956,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2022,Q1,Q1 2022,False,146.676,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2022,Q2,Q2 2022,False,821.101,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2022,Q3,Q3 2022,False,902.968,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2022,Q4,Q4 2022,True,1163.673,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2023,Q1,Q1 2023,False,699.123,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2023,Q2,Q2 2023,False,852.758,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2023,Q3,Q3 2023,False,943.427,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2023,Q4,Q4 2023,True,1150.303,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2024,Q1,Q1 2024,False,698.047,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2024,Q2,Q2 2024,False,990.982,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2024,Q3,Q3 2024,False,751.227,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,quarter,2024,Q4,Q4 2024,True,878.472,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,quarter,2019,Q1,Q1 2019,False,459.199,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,quarter,2019,Q2,Q2 2019,False,315.246,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,quarter,2019,Q3,Q3 2019,False,267.73,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,quarter,2019,Q4,Q4 2019,True,433.718,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,quarter,2020,Q1,Q1 2020,False,512.479,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,quarter,2020,Q2,Q2 2020,False,19.777,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,quarter,2020,Q3,Q3 2020,False,7.091,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,quarter,2020,Q4,Q4 2020,True,91.429,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,quarter,2021,Q1,Q1 2021,False,446.061,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,quarter,2021,Q2,Q2 2021,False,493.3,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,quarter,2021,Q3,Q3 2021,False,231.405,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,quarter,2021,Q4,Q4 2021,True,204.009,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,quarter,2022,Q1,Q1 2022,False,599.118,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,quarter,2022,Q2,Q2 2022,False,616.677,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,quarter,2022,Q3,Q3 2022,False,406.671,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,quarter,2022,Q4,Q4 2022,True,559.151,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,quarter,2023,Q1,Q1 2023,False,718.978,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,quarter,2023,Q2,Q2 2023,False,461.714,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,quarter,2023,Q3,Q3 2023,False,443.772,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 6,"Backcast Overnight Interstate Spend ($M), Australia and States"
