travel_type,market,measure,unit,state,state_abbrev,period_type,year,quarter,period_label,is_calendar_year_end,value,source,source_file,original_table,original_title
Overnight,All overnight,Spend,AUD millions,Victoria,VIC,quarter,2021,Q2,Q2 2021,False,3383.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Victoria,VIC,quarter,2021,Q3,Q3 2021,False,1541.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Victoria,VIC,quarter,2021,Q4,Q4 2021,True,2762.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Victoria,VIC,quarter,2022,Q1,Q1 2022,False,4977.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Victoria,VIC,quarter,2022,Q2,Q2 2022,False,5164.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Victoria,VIC,quarter,2022,Q3,Q3 2022,False,6049.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Victoria,VIC,quarter,2022,Q4,Q4 2022,True,5660.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Victoria,VIC,quarter,2023,Q1,Q1 2023,False,6009.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Victoria,VIC,quarter,2023,Q2,Q2 2023,False,5055.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Victoria,VIC,quarter,2023,Q3,Q3 2023,False,5738.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Victoria,VIC,quarter,2023,Q4,Q4 2023,True,5799.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Victoria,VIC,quarter,2024,Q1,Q1 2024,False,6722.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Victoria,VIC,quarter,2024,Q2,Q2 2024,False,5716.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Victoria,VIC,quarter,2024,Q3,Q3 2024,False,5866.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Victoria,VIC,quarter,2024,Q4,Q4 2024,True,5898.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2019,Q1,Q1 2019,False,4112.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2019,Q2,Q2 2019,False,3791.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2019,Q3,Q3 2019,False,4161.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2019,Q4,Q4 2019,True,4210.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2020,Q1,Q1 2020,False,4493.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2020,Q2,Q2 2020,False,1084.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2020,Q3,Q3 2020,False,2891.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2020,Q4,Q4 2020,True,3964.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2021,Q1,Q1 2021,False,4559.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2021,Q2,Q2 2021,False,5413.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2021,Q3,Q3 2021,False,3348.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2021,Q4,Q4 2021,True,4093.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2022,Q1,Q1 2022,False,5602.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2022,Q2,Q2 2022,False,6600.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2022,Q3,Q3 2022,False,6877.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2022,Q4,Q4 2022,True,7351.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2023,Q1,Q1 2023,False,7293.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2023,Q2,Q2 2023,False,6535.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2023,Q3,Q3 2023,False,7200.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2023,Q4,Q4 2023,True,7047.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2024,Q1,Q1 2024,False,7220.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2024,Q2,Q2 2024,False,6405.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2024,Q3,Q3 2024,False,7519.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Queensland,QLD,quarter,2024,Q4,Q4 2024,True,6917.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2019,Q1,Q1 2019,False,1250.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2019,Q2,Q2 2019,False,916.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2019,Q3,Q3 2019,False,873.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2019,Q4,Q4 2019,True,1164.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2020,Q1,Q1 2020,False,1260.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2020,Q2,Q2 2020,False,304.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2020,Q3,Q3 2020,False,547.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2020,Q4,Q4 2020,True,886.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2021,Q1,Q1 2021,False,1259.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2021,Q2,Q2 2021,False,1466.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2021,Q3,Q3 2021,False,806.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2021,Q4,Q4 2021,True,1162.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2022,Q1,Q1 2022,False,1349.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2022,Q2,Q2 2022,False,1486.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2022,Q3,Q3 2022,False,1400.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2022,Q4,Q4 2022,True,1759.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2023,Q1,Q1 2023,False,1732.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2023,Q2,Q2 2023,False,1676.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2023,Q3,Q3 2023,False,1430.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2023,Q4,Q4 2023,True,1743.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2024,Q1,Q1 2024,False,2078.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2024,Q2,Q2 2024,False,1532.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2024,Q3,Q3 2024,False,1532.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,South Australia,SA,quarter,2024,Q4,Q4 2024,True,1639.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2019,Q1,Q1 2019,False,1945.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2019,Q2,Q2 2019,False,1706.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2019,Q3,Q3 2019,False,1775.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2019,Q4,Q4 2019,True,1842.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2020,Q1,Q1 2020,False,2252.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2020,Q2,Q2 2020,False,515.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2020,Q3,Q3 2020,False,1716.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2020,Q4,Q4 2020,True,1922.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2021,Q1,Q1 2021,False,2110.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2021,Q2,Q2 2021,False,2131.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2021,Q3,Q3 2021,False,2194.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2021,Q4,Q4 2021,True,2634.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2022,Q1,Q1 2022,False,2269.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2022,Q2,Q2 2022,False,2761.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2022,Q3,Q3 2022,False,2715.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2022,Q4,Q4 2022,True,3400.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2023,Q1,Q1 2023,False,2679.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2023,Q2,Q2 2023,False,2844.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2023,Q3,Q3 2023,False,3016.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2023,Q4,Q4 2023,True,3620.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2024,Q1,Q1 2024,False,2732.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2024,Q2,Q2 2024,False,3185.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2024,Q3,Q3 2024,False,2496.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Western Australia,WA,quarter,2024,Q4,Q4 2024,True,3144.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2019,Q1,Q1 2019,False,605.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2019,Q2,Q2 2019,False,446.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2019,Q3,Q3 2019,False,403.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2019,Q4,Q4 2019,True,597.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2020,Q1,Q1 2020,False,628.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2020,Q2,Q2 2020,False,47.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2020,Q3,Q3 2020,False,164.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2020,Q4,Q4 2020,True,339.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2021,Q1,Q1 2021,False,611.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2021,Q2,Q2 2021,False,663.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2021,Q3,Q3 2021,False,443.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2021,Q4,Q4 2021,True,390.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2022,Q1,Q1 2022,False,836.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2022,Q2,Q2 2022,False,834.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2022,Q3,Q3 2022,False,596.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2022,Q4,Q4 2022,True,750.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2023,Q1,Q1 2023,False,986.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2023,Q2,Q2 2023,False,647.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
