travel_type,market,measure,unit,state,state_abbrev,year,annual_value,annual_method,source
Overnight,Interstate,Trips,000 trips,Tasmania,TAS,2022,949.162,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Trips,000 trips,Tasmania,TAS,2023,965.556,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Trips,000 trips,Tasmania,TAS,2024,976.647,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Trips,000 trips,Northern Territory,NT,2019,542.63,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Trips,000 trips,Northern Territory,NT,2020,182.753,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Trips,000 trips,Northern Territory,NT,2021,364.423,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Trips,000 trips,Northern Territory,NT,2022,580.038,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Trips,000 trips,Northern Territory,NT,2023,472.748,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Trips,000 trips,Northern Territory,NT,2024,487.859,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Trips,000 trips,ACT,ACT,2019,2226.473,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Trips,000 trips,ACT,ACT,2020,1424.127,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Trips,000 trips,ACT,ACT,2021,1390.16,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Trips,000 trips,ACT,ACT,2022,2197.297,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Trips,000 trips,ACT,ACT,2023,2158.944,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Trips,000 trips,ACT,ACT,2024,2140.009,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Australia,AUS,2019,115905.712,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Australia,AUS,2020,57471.58,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Australia,AUS,2021,70046.384,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Australia,AUS,2022,126811.634,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Australia,AUS,2023,126147.416,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Australia,AUS,2024,125489.903,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,New South Wales,NSW,2019,35527.82,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,New South Wales,NSW,2020,19846.314,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,New South Wales,NSW,2021,20558.176,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,New South Wales,NSW,2022,35195.343,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,New South Wales,NSW,2023,37122.859,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,New South Wales,NSW,2024,36749.784,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Victoria,VIC,2019,23273.851,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Victoria,VIC,2020,9713.495,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Victoria,VIC,2021,10278.741,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Victoria,VIC,2022,23575.542,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Victoria,VIC,2023,24333.302,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Victoria,VIC,2024,25070.853,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Queensland,QLD,2019,29418.25,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Queensland,QLD,2020,13599.325,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Queensland,QLD,2021,19441.422,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Queensland,QLD,2022,37864.079,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Queensland,QLD,2023,34478.871,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Queensland,QLD,2024,33317.314,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,South Australia,SA,2019,7587.647,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,South Australia,SA,2020,3927.777,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,South Australia,SA,2021,5560.585,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,South Australia,SA,2022,8782.341,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,South Australia,SA,2023,8750.418,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,South Australia,SA,2024,8861.627,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Western Australia,WA,2019,6228.158,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Western Australia,WA,2020,2428.01,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Western Australia,WA,2021,3222.499,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Western Australia,WA,2022,5723.231,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Western Australia,WA,2023,7290.559,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Western Australia,WA,2024,7275.483,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Tasmania,TAS,2019,5145.382,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Tasmania,TAS,2020,2440.212,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Tasmania,TAS,2021,4018.01,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Tasmania,TAS,2022,5871.094,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Tasmania,TAS,2023,5390.015,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Tasmania,TAS,2024,5281.525,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Northern Territory,NT,2019,2828.836,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Northern Territory,NT,2020,1163.946,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Northern Territory,NT,2021,2612.918,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Northern Territory,NT,2022,3464.298,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Northern Territory,NT,2023,2751.769,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,Northern Territory,NT,2024,2853.057,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,ACT,ACT,2019,5895.768,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,ACT,ACT,2020,4352.501,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,ACT,ACT,2021,4354.033,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,ACT,ACT,2022,6335.706,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,ACT,ACT,2023,6029.623,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Nights,000 nights,ACT,ACT,2024,6080.26,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Australia,AUS,2019,32121.015,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Australia,AUS,2020,13245.766,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Australia,AUS,2021,18766.271,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Australia,AUS,2022,44325.652,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Australia,AUS,2023,46355.238,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Australia,AUS,2024,47852.632,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,New South Wales,NSW,2019,8974.804,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,New South Wales,NSW,2020,4099.306,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,New South Wales,NSW,2021,4661.158,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,New South Wales,NSW,2022,10999.562,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,New South Wales,NSW,2023,11670.768,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,New South Wales,NSW,2024,11614.97,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Victoria,VIC,2019,7514.044,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Victoria,VIC,2020,2340.746,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Victoria,VIC,2021,2556.547,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Victoria,VIC,2022,9325.492,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Victoria,VIC,2023,9850.135,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Victoria,VIC,2024,10892.541,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,2019,7769.596,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,2020,3233.765,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,2021,5820.376,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,2022,12982.981,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,2023,13122.527,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Queensland,QLD,2024,12719.244,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,South Australia,SA,2019,2193.685,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,South Australia,SA,2020,1019.253,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,South Australia,SA,2021,1845.559,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,South Australia,SA,2022,3216.65,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,South Australia,SA,2023,3283.331,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,South Australia,SA,2024,3834.884,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,2019,2340.774,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,2020,853.494,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,2021,1146.013,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,2022,3034.418,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,2023,3645.611,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Western Australia,WA,2024,3318.728,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,2019,1475.893,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,2020,630.776,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,2021,1374.775,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,2022,2181.617,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,2023,2248.156,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Tasmania,TAS,2024,2332.713,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Northern Territory,NT,2019,537.689,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Northern Territory,NT,2020,151.784,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Northern Territory,NT,2021,538.947,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Northern Territory,NT,2022,880.246,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Northern Territory,NT,2023,828.363,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,Northern Territory,NT,2024,847.359,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,ACT,ACT,2019,1314.53,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,ACT,ACT,2020,916.645,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,ACT,ACT,2021,822.895,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,ACT,ACT,2022,1704.686,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,ACT,ACT,2023,1706.346,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Interstate,Spend,AUD millions,ACT,ACT,2024,2292.194,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Australia,AUS,2019,82917.279,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Australia,AUS,2020,72374.888,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Australia,AUS,2021,78725.993,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Australia,AUS,2022,84673.783,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Australia,AUS,2023,85691.358,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Australia,AUS,2024,84665.669,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,New South Wales,NSW,2019,29104.068,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,New South Wales,NSW,2020,24840.052,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,New South Wales,NSW,2021,22996.423,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,New South Wales,NSW,2022,28848.687,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,New South Wales,NSW,2023,29541.454,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,New South Wales,NSW,2024,29073.573,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Victoria,VIC,2019,25156.336,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Victoria,VIC,2020,17236.553,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Victoria,VIC,2021,21053.992,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Victoria,VIC,2022,25000.488,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Victoria,VIC,2023,25080.112,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Victoria,VIC,2024,24926.723,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Queensland,QLD,2019,18850.763,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Queensland,QLD,2020,17571.21,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Queensland,QLD,2021,19972.179,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Queensland,QLD,2022,19212.337,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Queensland,QLD,2023,19713.388,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Queensland,QLD,2024,19354.398,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,South Australia,SA,2019,5349.462,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,South Australia,SA,2020,5366.743,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,South Australia,SA,2021,6146.511,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,South Australia,SA,2022,5867.479,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,South Australia,SA,2023,5864.115,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,South Australia,SA,2024,5933.032,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Western Australia,WA,2019,7767.266,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Western Australia,WA,2020,7807.0,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Western Australia,WA,2021,8942.789,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Western Australia,WA,2022,8764.364,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Western Australia,WA,2023,8677.405,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Western Australia,WA,2024,8625.446,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Tasmania,TAS,2019,1621.819,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Tasmania,TAS,2020,1667.248,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Tasmania,TAS,2021,2030.155,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Tasmania,TAS,2022,1948.7,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Tasmania,TAS,2023,1975.947,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Tasmania,TAS,2024,2009.508,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Northern Territory,NT,2019,265.425,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Northern Territory,NT,2020,260.823,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Northern Territory,NT,2021,311.247,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Northern Territory,NT,2022,330.816,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Northern Territory,NT,2023,335.204,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,Northern Territory,NT,2024,356.084,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,ACT,ACT,2019,131.505,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,ACT,ACT,2020,74.049,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,ACT,ACT,2021,64.254,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,ACT,ACT,2022,91.507,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,ACT,ACT,2023,103.08,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Trips,000 trips,ACT,ACT,2024,104.284,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Australia,AUS,2019,238961.361,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Australia,AUS,2020,227130.275,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Australia,AUS,2021,250409.014,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Australia,AUS,2022,265490.409,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Australia,AUS,2023,257641.76,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Australia,AUS,2024,257108.491,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,New South Wales,NSW,2019,79865.028,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,New South Wales,NSW,2020,75339.945,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,New South Wales,NSW,2021,71498.188,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,New South Wales,NSW,2022,85208.106,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,New South Wales,NSW,2023,83473.846,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,New South Wales,NSW,2024,81828.806,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Victoria,VIC,2019,61192.967,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Victoria,VIC,2020,47879.099,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Victoria,VIC,2021,59100.098,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Victoria,VIC,2022,65630.039,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Victoria,VIC,2023,63173.03,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Victoria,VIC,2024,64027.704,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Queensland,QLD,2019,55218.482,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Queensland,QLD,2020,56645.694,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Queensland,QLD,2021,64765.153,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Queensland,QLD,2022,61623.437,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Queensland,QLD,2023,60438.764,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,Queensland,QLD,2024,59818.492,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,South Australia,SA,2019,14837.658,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,South Australia,SA,2020,16002.25,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,South Australia,SA,2021,18242.739,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,South Australia,SA,2022,17433.156,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
Overnight,Intrastate,Nights,000 nights,South Australia,SA,2023,16790.705,sum of four quarters,Tourism Research Australia: Domestic Tourism Statistics
